C-R1-1|Recall how macro averaging handles class imbalance.|f1_score and its averaging rule.|Score the new actual/predicted labels using the equal-class summary.|The result summarises per-class F1 equally, so a large class cannot dominate simply through its row count.
C-R1-2|Recall where the estimator stores probability-column order.|predict_proba, classes_ and test indices.|Attach fitted class names and original test-row labels to the returned probability matrix.|Explicit alignment prevents a plausible-looking probability table from swapping classes or observations.
C-R1-3|Recall the conditions that make a reference comparison fair.|DummyClassifier, cross_validate and matching folds/scorer.|Evaluate the constant-label reference under exactly the candidate’s training validation design.|The resulting fold scores isolate performance beyond the majority reference without changing the evaluation population.
C-R2-1|Recall what a row’s distance to itself implies for neighbour retrieval.|KNN fitting population and held-away rows.|Trace whether the observation being evaluated is present among candidate neighbours.|@answer
C-R2-2|Recall the meaning of an SVM decision score before interpreting its magnitude.|decision_function and probability=False.|Check the output API and whether its range supports a probability interpretation.|@answer
C-R2-3|Recall why One-R must distinguish numeric intervals from discrete values.|The fitted classifier’s categorical_mask_.|Fit the supplied mixed recipe and inspect the final step’s representation metadata.|The mask verifies that the new retrieval population still follows the intended numeric/discrete contract.
C-R3-1|Recall that one likelihood assumption does not automatically fit every input meaning.|Gaussian, Bernoulli and encoded categorical paths.|Match each feature type to its required handling and inspect what the proposed recipe omits.|@answer
C-R3-2|Recall whether each class may estimate its own shape.|LDA’s shared covariance and QDA’s class-specific covariance.|Connect different class orientations with the required covariance freedom.|@answer
C-R3-3|A large training/validation gap and an importance ranking support different statements.|Overfitting and impurity-based importance.|Interpret the gap, then qualify what distance importance describes about this fitted tree.|The gap suggests overfitting to investigate using training-only complexity selection. Distance importance describes this tree’s impurity reductions, not a causal effect or a guarantee of transferable prediction.
N-R1-1|Recall which layers the tuple explicitly configures.|Hidden-layer widths and task-dependent output layers.|Map tuple positions to the diagram’s internal layers without including the output layer.|@answer
N-R1-2|Recall why optimisation and generalisation need separate evidence.|Training loss versus validation error.|Compare the directions of the two sequences and explain the resulting limitation.|@answer
N-R1-3|Recall the different jobs of internal stopping and outer validation.|Early-stopping evidence, cross-validation and final testing.|Assign architecture nomination to evidence that compares complete candidate fits.|@answer
U-R1-1|Recall what a supervised accuracy calculation would need as its reference.|Unlabelled discovery and target-defined correctness.|State what is absent and distinguish exploratory descriptions from later external interpretation.|@answer
U-R1-2|Recall that a small score difference need not settle the useful grouping resolution.|Silhouette, group sizes and exploratory purpose.|Describe the balanced versus specialised grouping trade-off before judging either choice.|@answer
U-R1-3|Recall how to explain scaled fits in original measurement units.|Aligned groupby aggregation and assignment counts.|Group original observations by their fitted labels and count each group’s members.|This retrieves interpretable profiles while preserving the row-to-assignment relationship on the new population.
U-R2-1|Recall what Ward’s vertical scale measures.|Merge distance and truncated hierarchy displays.|Interpret the high merge under the fitted geometry without calling it a class probability.|@answer
U-R2-2|Recall which comparison conditions must stay fixed to isolate an algorithm difference.|Population, feature representation and sampling scope.|Align the rows and measurements or explicitly qualify why the profiles are not directly comparable.|@answer
U-R2-3|Recall the population actually assigned labels by the hierarchy.|Sample identity, original-unit profiles and descriptive scope.|Name the sample and fitted representation, then qualify alternative samples or cuts.|@answer
P-R1-1|Recall how a threshold becomes the smallest sufficient component count.|Cumulative variance and first-threshold lookup.|Apply the prefix rule to each requested threshold using the same fitted ratios.|The counts compare retention requirements without refitting or confusing a component position with the number retained.
P-R1-2|Recall whether rows represent observations or original features in a score table.|Score slicing and dataframe row/column labels.|Label the two score columns by component and retain the original observation index.|The table preserves identity for interpretation and remains distinct from the feature-by-component weight table.
P-R1-3|Recall whether the external category influenced the fitted axes.|Post-fit reference interpretation and projection limits.|Describe the visible association while separating it from supervised or causal claims.|@answer
M-R1-1|Recall which exploratory representation each method directly constructs.|K-Means centroids and Ward merge hierarchy.|Match the requested centre-based and nested views with their respective methods.|@answer
M-R1-2|Recall what must be held constant for a clean estimator comparison.|Validation design and the direction of time.|Identify the design change and explain why it prevents attributing the score gap solely to the model.|@answer
M-R1-3|Recall how small candidate-reference differences compare with fold variation.|Reference improvement, uncertainty and scope.|Report the limited gain and variation, then qualify what remains unresolved.|@answer
F-K1-1|Reconstruct the sequence that keeps evaluation rows outside learning.|Feature/target selection, joint splitting, LinearRegression and RMSE.|Define the schema, reserve rows, fit the line, predict the held-away features and score aligned outcomes.|The split creates the evaluation boundary before fitting; prediction and scoring then describe the same held-away observations in duration units.
W-K1-1|Reconstruct the workflow around information boundaries, not around a parameter search.|Mixed ColumnTransformer/Pipeline, KFold, dummy CV, OOF predictions and RMSE.|Prepare within fits, compare the default line and reference, diagnose training-only residuals, then fit and evaluate the fixed recipe.|The linear checkpoint exercises the full shared workflow without requiring tree tuning. Common folds and OOF diagnosis support development while final rows remain reserved until the recipe is fixed.
R-K1-1|Reconstruct a fair comparison of two different flexibility assumptions.|Common KFold, mixed pipelines, tree-depth search, OOF residuals and final RMSE.|Evaluate both candidates and the reference, tune only the declared tree grid, nominate from training evidence, diagnose and finish.|The matched design isolates candidate differences; original-unit residuals qualify the nomination before a single final evaluation of the selected workflow.
C-K1-1|Reconstruct class-aware validation while investigating the role of context.|Stratified folds, mixed logistic pipeline, C search, measurement ablation and confusion matrix.|Compare reference and candidate, select C, evaluate the matched ablation and OOF class errors, then report final metrics.|The ablation tests reliance on context using training evidence; stratification and macro F1 keep minority-class behaviour visible before final evaluation.
N-K1-1|Reconstruct both feature and target preparation inside every neural fit.|Pipeline, TransformedTargetRegressor, nested width search, loss curve and original-unit RMSE.|Compare against the mean reference, select width on training folds, inspect convergence and residuals, then predict through the fitted wrapper.|Fold-local target scaling supports optimisation without leakage, and the wrapper reverses it so final errors retain quality-score units.
N-K2-1|Reconstruct a classification workflow that inspects optimisation as well as predictive error.|Scaled MLP pipeline, stratified width search, OOF confusion and loss histories.|Compare reference and neural candidates, nominate width, inspect convergence and class errors, then fit the fixed recipe for final reporting.|Outer validation selects the complete workflow while loss traces qualify optimisation; final metrics come only after those development decisions.
U-K1-1|Reconstruct discovery without importing a supervised target or a unique correct grouping.|Scaling, KMeans k comparison, silhouette, sizes and original-unit profiles.|Define the population, compare resolutions, choose a defensible grouping and report its profiles with a qualified visual.|The workflow joins geometric evidence with substantive interpretation; neither the selected k nor the group IDs claim a hidden class truth.
P-K1-1|Reconstruct the distinction between retained representation and a convenient picture.|Measurement selection, scaling, PCA, cumulative variance and labelled weights/scores.|Fit the measurement representation, find the smallest 90% prefix and report it separately from the first-two-axis view.|The retained matrix fulfils the variance rule while the labelled two-dimensional display communicates only the variation its axes contain.
M-K1-1|Reconstruct the evidence boundary appropriate to each task before judging its result.|Validation variation, minority errors, cluster profiles, sample scope and retained variance.|For each case name the task, connect the stated evidence to a defensible conclusion and identify the missing or limited claim.|@answer
